tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt1	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt2	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	quest_x	quest_y	quest_z	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_1	UNK_2	contact_npc_id	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	req_class[36]	req_class[37]	req_class[38]	req_class[39]	req_class[40]	req_class[41]	req_class[42]	req_class[43]	req_class[44]	req_class[45]	req_class[46]	req_class[47]	req_class[48]	req_class[49]	req_class[50]	req_class[51]	req_class[52]	req_class[53]	req_class[54]	req_class[55]	req_class[56]	req_class[57]	req_class[58]	req_class[59]	req_class[60]	req_class[61]	req_class[62]	req_class[63]	req_class[64]	req_class[65]	req_class[66]	req_class[67]	req_class[68]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_3	area_id	UNK_4	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]
1	96	18	a,Saga of the Spectral Dancer\0	a,Towards the Last Tablet of Vision\0	a,You've defeated Death Lord Hallate and taken his Resonance Amulet. Now, try the last communion.\\n\0	1	7449														1	1														47376.00000000	-56880.00000000	-2340.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31582	104840.00000000	113260.00000000	-3190.00000000	a,Bladedancer\0	a,Mordred, the Dark Knight picks only the finest soldiers to search for the ancient secrets and konwldege. To make matters worse, the Lord of Purgatory, Death Lord Hallate, also has his eye on the ancient knowledge.\0	1	34																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	17			
1	96	19	a,Saga of the Spectral Dancer\0	a,The Journey's End\0	a,The long journey has ended. Report your accomplishments to Mordred, The Dark Knight.\\n\0	0															0															104840.00000000	113260.00000000	-3190.00000000	76	0	3	a,Mordred, The Dark Knight\0	0	1	1	31582	104840.00000000	113260.00000000	-3190.00000000	a,Bladedancer\0	a,Mordred, the Dark Knight picks only the finest soldiers to search for the ancient secrets and konwldege. To make matters worse, the Lord of Purgatory, Death Lord Hallate, also has his eye on the ancient knowledge.\0	1	34																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	96	20	a,Saga of the Spectral Dancer\0	a,The Journey's End\0	a,Train some more before you return to Mordred, the Dark Knight at Hardin's Academy.\\n(Only characters of level 76 or above may change their class to Spectral Dancer. Don't abandon the quest until class transfer is complete.)\\n\0	0															0															104840.00000000	113260.00000000	-3190.00000000	76	0	3	a,Mordred\0	1	1	1	31582	104840.00000000	113260.00000000	-3190.00000000	a,Bladedancer\0	a,Mordred, the Dark Knight picks only the finest soldiers to search for the ancient secrets and konwldege. To make matters worse, the Lord of Purgatory, Death Lord Hallate, also has his eye on the ancient knowledge.\0	1	34																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	96	4294967295	a,Saga of the Spectral Dancer\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	76	0	3	a,	1	1	1	31582	104840.00000000	113260.00000000	-3190.00000000	a,Bladedancer\0	a,Mordred, the Dark Knight picks only the finest soldiers to search for the ancient secrets and konwldege. To make matters worse, the Lord of Purgatory, Death Lord Hallate, also has his eye on the ancient knowledge.\0	1	34																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	19			
1	97	1	a,Saga of the Shillien Templar\0	a,Meet Samael\0	a,Master Galadrid tells you to meet Grand Master Samael in the Town of Goddard and get details about your task. Visit Samael.\\n\0	0															0															145080.00000000	-54592.00000000	-2965.00000000	76	0	3	a,Samael\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	0			
1	97	2	a,Saga of the Shillien Templar\0	a,In Search of Bavarin\0	a,Grand Master Samael tells you to get the "Ancient Language Dictionary" from Information Broker Bavarin in the Hot Springs area. Visit Bavarin.\\n\0	0															0															157216.00000000	-109326.00000000	-2672.00000000	76	0	3	a,Bavarin\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	1			
1	97	3	a,Saga of the Shillien Templar\0	a,Return with the Ice Crystals\0	a,Information Broker Bavarin needs Ice Crystals to soothe his arthritis. Get the Ice Crystals for him.\\n\0	1	7080														1	1														157216.00000000	-109326.00000000	-2672.00000000	76	0	3	a,Bavarin\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	2			
1	97	4	a,Saga of the Shillien Templar\0	a,Return to Samael\0	a,When you deliver the Ice Crystals, Information Broker Bavarin gladly lends the "Ancient Language Dictionary" to you. Take this to Grand Master Samael of the Town of Goddard.\\n\0	1	7526														1	1														145080.00000000	-54592.00000000	-2965.00000000	76	0	3	a,Samael\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	3			
1	97	5	a,Saga of the Shillien Templar\0	a,Go to the Tablet of Vision\0	a,Grand Master Samael hands the Resonance Amulet over to you, telling you to go to the Tablet of Vision.\\n\0	1	7295														1	1														120112.00000000	30912.00000000	-3616.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	4			
1	97	6	a,Saga of the Shillien Templar\0	a,In Search of the Second Resonance Amulet\0	a,According to the first Tablet of Vision, you'll find the person with the Resonance Amulet near the next tablet.\\n\0	0															0															80000.00000000	-73020.00000000	-4344.00000000	76	0	3	a,???\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	5			
1	97	7	a,Saga of the Shillien Templar\0	a,Towards the Tablet of Vision\0	a,You have acquired the second Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7326														1	1														80240.00000000	-72720.00000000	-4468.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	6			
1	97	8	a,Saga of the Shillien Templar\0	a,In Search of the Third Resonance Amulet\0	a,At the second tablet, you saw who has the Resonance Amulet near the third tablet. To find him, commune with the third tablet.\\n\0	0															0															161728.00000000	-92880.00000000	-1840.00000000	76	0	3	a,Tablet of Vision\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	7			
1	97	9	a,Saga of the Shillien Templar\0	a,Towards the Tablet of Vision\0	a,You've got the third Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7357														1	1														161728.00000000	-92880.00000000	-1840.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	8			
1	97	10	a,Saga of the Shillien Templar\0	a,Meet Samael\0	a,At the third tablet, you learned that Grand Master Samael of the Town of Goddard has a Resonance Amulet. Visit him and get the Resonance Amulet.\\n\0	0															0															145080.00000000	-54592.00000000	-2965.00000000	76	0	3	a,Samael\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	9			
1	97	11	a,Saga of the Shillien Templar\0	a,In Search of Ketra Orcs\0	a,Priest Bastian tells you to gain the trust of Ketra's Messenger Wahkan and get the Holy Stone of Wisdom.\\n\0	1	7081														1	1														146980.00000000	-67483.00000000	-3656.00000000	76	0	3	a,Ketra's Messenger Wahkan\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	97	12	a,Saga of the Shillien Templar\0	a,In Search of Varka Silenos\0	a,Priest Bastian tells you to gain the trust of Varka's Messenger Naran Ashanuk and get the Holy Stone of Wisdom.\\n\0	1	7081														1	1														125440.00000000	-40944.00000000	-3701.00000000	76	0	3	a,Varka's Messenger Naran Ashanuk\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	97	13	a,Saga of the Shillien Templar\0	a,Towards the Tablet of Vision\0	a,You've got the Holy Stone of Wisdom and made a new Resonance Amulet. Now, go to the Tablet of Vision and try communing with it.\\n\0	1	7388														1	1														122512.00000000	-69965.00000000	-3112.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	11			
1	97	14	a,Saga of the Shillien Templar\0	a,Meet Samael\0	a,The location of the next Resonance Amulet is not shown. Visit Grand Master Samael in the Town of Goddard and find out if there is other information.\\n\0	0															0															145080.00000000	-54592.00000000	-2965.00000000	76	0	3	a,Samael\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	13			
1	97	15	a,Saga of the Shillien Templar\0	a,In Search of the Resonance Amulet\0	a,Grand Master Samael tells you that if you go north from the fork in the road, you'll find the Shrine of Loyalty. If you go east from there, you'll find the Imperial Tomb.\\n\\nMonsters to be hunted -\\n Shrine of Loyalty: Grave Scarabs, Scavenger Scarabs, Grave Ants, Scavenger Ants, Shrine Knights, Shrine Guards and the Archon of Halisha \\nImperial Tomb: the Archon of Halisha\\n\0	0															0															189948.00000000	-59594.00000000	-3008.00000000	76	0	3	a,Fork\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	14			
1	97	16	a,Saga of the Shillien Templar\0	a,Towards the Tablet of Vision\0	a,You've got the fifth Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7419														1	1														168528.00000000	-61488.00000000	-3872.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	15			
1	97	17	a,Saga of the Shillien Templar\0	a,In Search of the Last Resonance Amulet\0	a,You sense that the final Resonance Amulet is near the tablet. Go to the tablet.\\n\0	0															0															124304.00000000	82128.00000000	-2795.00000000	76	0	3	a,Tablet of Vision\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	16			
1	97	18	a,Saga of the Shillien Templar\0	a,Towards the Last Tablet of Vision\0	a,You've defeated Pezel and taken his Resonance Amulet. Now, try the last communion.\\n\0	1	7450														1	1														124304.00000000	82128.00000000	-2795.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	17			
1	97	19	a,Saga of the Shillien Templar\0	a,The Journey's End\0	a,The long journey has ended. Report your accomplishments to Master Galadrid.\\n\0	0															0															106608.00000000	113296.00000000	-3193.00000000	76	0	3	a,Galadrid\0	0	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	97	20	a,Saga of the Shillien Templar\0	a,The Journey's End\0	a,Train some more before you return to Master Galadrid at Hardin's Academy.\\n(Only characters of level 76 or above may change their class to Shillien Templar. Don't abandon the quest until class transfer is complete.)\\n\0	0															0															106608.00000000	113296.00000000	-3193.00000000	76	0	3	a,Galadrid\0	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	97	4294967295	a,Saga of the Shillien Templar\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	76	0	3	a,	1	1	1	31580	106608.00000000	113296.00000000	-3193.00000000	a,Shillien Knight\0	a,Galadrid asks you to join his project as a way to advance yourself within the guild. He thinks Shiken has it in for him.\0	1	33																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	19			
1	98	1	a,Saga of the Shillien Saint\0	a,Meet the Saint of Light\0	a,Magister Anastia tells you to visit Saint of Light in the Town of Goddard. Visit the Saint of Light.\\n\0	0															0															149488.00000000	-57152.00000000	-2979.00000000	76	0	3	a,Saint of Light\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	0			
1	98	2	a,Saga of the Shillien Saint\0	a,Searching for Duncan\0	a,Agnes asks you to visit Chef Duncan in the Hot Springs area and bring her some food.\\n\0	0															0															149312.00000000	-112484.00000000	-2065.00000000	76	0	3	a,Duncan\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	1			
1	98	3	a,Saga of the Shillien Saint\0	a,Return with the Ice Crystals\0	a,Chef Duncan needs Ice Crystals to keep the food fresh.\\n\0	1	7080														1	1														149312.00000000	-112484.00000000	-2065.00000000	76	0	3	a,Duncan\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	2			
1	98	4	a,Saga of the Shillien Saint\0	a,Return to Agnes\0	a,When you deliver the Ice Crystals, Chef Duncan hands you a well-packaged jar containing the food. Take it to Saint of Light Agnes.\\n\0	1	7525														1	1														149488.00000000	-57152.00000000	-2979.00000000	76	0	3	a,Agnes\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	3			
1	98	5	a,Saga of the Shillien Saint\0	a,Go to the Tablet of Vision\0	a,Saint of Light Agnes gives you the Resonance Amulet and tells you to go to the Tablet of Vision.\\n\0	1	7296														1	1														120112.00000000	30912.00000000	-3616.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	4			
1	98	6	a,Saga of the Shillien Saint\0	a,In Search of the Second Resonance Amulet\0	a,According to the first Tablet of Vision, you'll find the person with the Resonance Amulet near the next tablet.\\n\0	0															0															93900.00000000	-88400.00000000	-3900.00000000	76	0	3	a,???\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	5			
1	98	7	a,Saga of the Shillien Saint\0	a,Towards the Tablet of Vision\0	a,You have acquired the second Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7327														1	1														94160.00000000	-88912.00000000	-3792.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	6			
1	98	8	a,Saga of the Shillien Saint\0	a,In Search of the Third Resonance Amulet\0	a,At the second tablet, you saw who has the Resonance Amulet near the third tablet. To find him, commune with the third tablet.\\n\0	0															0															119472.00000000	-28688.00000000	-3776.00000000	76	0	3	a,Tablet of Vision\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	7			
1	98	9	a,Saga of the Shillien Saint\0	a,Towards the Tablet of Vision\0	a,You've got the third Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7358														1	1														119472.00000000	-28688.00000000	-3776.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	8			
1	98	10	a,Saga of the Shillien Saint\0	a,Meet Kamilen\0	a,At the third tablet, you learned that Magister Kamilen has a Resonance Amulet. Visit her and get the Resonance Amulet.\\n\0	0															0															145168.00000000	-54880.00000000	-2965.00000000	76	0	3	a,Kamilen\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	9			
1	98	11	a,Saga of the Shillien Saint\0	a,In Search of Ketra Orcs\0	a,Magister Kamilen tells you to gain the trust of Ketra's Messenger Wahkan and get the Holy Stone of Wisdom.\\n\0	1	7081														1	1														146980.00000000	-67483.00000000	-3656.00000000	76	0	3	a,Ketra's Messenger Wahkan\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	98	12	a,Saga of the Shillien Saint\0	a,In Search of Varka Silenos\0	a,Magister Kamilen tells you to gain the trust of Varka's Messenger Naran Ashanuk and get the Holy Stone of Wisdom.\\n\0	1	7081														1	1														125440.00000000	-40944.00000000	-3701.00000000	76	0	3	a,Varka's Messenger Naran Ashanuk\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	10			
1	98	13	a,Saga of the Shillien Saint\0	a,Towards the Tablet of Vision\0	a,You've got the Holy Stone of Wisdom and made a new Resonance Amulet. Now, go to the Tablet of Vision and try communing with it.\\n\0	1	7389														1	1														122512.00000000	-69965.00000000	-3112.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	11			
1	98	14	a,Saga of the Shillien Saint\0	a,Meet Kamilen\0	a,The location of the next Resonance Amulet is not revealed, but Magister Kamilen of the Town of Goddard knows something. Visit her.\\n\0	0															0															145168.00000000	-54880.00000000	-2965.00000000	76	0	3	a,Kamilen\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	13			
1	98	15	a,Saga of the Shillien Saint\0	a,In Search of the Resonance Amulet\0	a,Magister Master Kamilen tells you that if you go north from the fork in the road, you'll find the Shrine of Loyalty. If you go east from there, you'll find the Imperial Tomb.\\n\\nMonsters to be hunted -\\n Shrine of Loyalty: Grave Scarabs, Scavenger Scarabs, Grave Ants, Scavenger Ants, Shrine Knights, Shrine Guards and the Archon of Halisha \\nImperial Tomb: the Archon of Halisha\\n\0	0															0															189948.00000000	-59594.00000000	-3008.00000000	76	0	3	a,Fork\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	14			
1	98	16	a,Saga of the Shillien Saint\0	a,Towards the Tablet of Vision\0	a,You've got the fifth Resonance Amulet. Go to the Tablet of Vision and try communing with it.\\n\0	1	7420														1	1														168528.00000000	-61488.00000000	-3872.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	15			
1	98	17	a,Saga of the Shillien Saint\0	a,In Search of the Last Resonance Amulet\0	a,You sense that the final Resonance Amulet is near the tablet. Go to the tablet.\\n\0	0															0															181264.00000000	36640.00000000	-4789.00000000	76	0	3	a,Tablet of Vision\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	16			
1	98	18	a,Saga of the Shillien Saint\0	a,Towards the Last Tablet of Vision\0	a,You've defeated the Fallen Angel Tanakia and taken his Resonance Amulet. Now, try the last communion.\\n\0	1	7451														1	1														181264.00000000	36640.00000000	-4789.00000000	76	0	3	a,Tablet of Vision\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	17			
1	98	19	a,Saga of the Shillien Saint\0	a,The Journey's End\0	a,The long journey has ended. Report your accomplishments to Magister Anastia.\\n\0	0															0															106636.00000000	113392.00000000	-3193.00000000	76	0	3	a,Anastia\0	0	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	98	20	a,Saga of the Shillien Saint\0	a,The Journey's End\0	a,Train some more before you return to Magister Anastia at Hardin's Academy.\\n(Only characters of level 76 or above may change their class to Shillien Saint. Don't abandon the quest until class transfer is complete.)\\n\0	0															0															106636.00000000	113392.00000000	-3193.00000000	76	0	3	a,Anastia\0	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	18			
1	98	4294967295	a,Saga of the Shillien Saint\0	a,	a,	0															0															0.00000000	0.00000000	0.00000000	76	0	3	a,	1	1	1	31581	106636.00000000	113392.00000000	-3193.00000000	a,Shillien Elder\0	a,Anastia tells you to go see the Saint of Light who came to Goddard and listen to her advice on your future.\0	1	43																																																																					0						0	0	0	16	3	3	15623	57	6622									3	2299404	5000000	1									1	19			
1	99	1	a,Saga of the Fortune Seeker\0	a,Meet the Dark Elf Agent\0	a,You've heard that Pamela Aprodia, an agent for the Silver Scale Guild, is currently researching the Tablet of Vision. Go to the Town of Goddard and meet with her. \\n\0	0															0															146228.00000000	-57400.00000000	-2965.00000000	76	0	3	a,Pamela Aprodia\0	0	1	1	31594	43556.00000000	-48864.00000000	-800.00000000	a,Bounty Hunter\0	a,The legendary grail of splendor symbolizes the knowledge of the gods. It's part of the absolute geometry that Dwarven Centurions have long sought. This knowledge allows one to become a Fortune Seeker, controlling wealth and destiny!\0	1	55																																																																					0						0	0	0	200	3	3	15623	57	6622									3	2299404	5000000	1									1	0			
